BULAWAYO METROPOLITAN PROVINCE 2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nkulumane,Bulawayo Municipality,22,Amaveni A Primary School,0801BYO2201,1,288,0,0,0,3,0,20,0,0,0,0,0,0,129,2,0,1,2,0,0,0,0,7,0,453,446
Bulawayo,Nkulumane,Bulawayo Municipality,22,Amaveni B Primary School,0801BYO2202,1,504,1,0,0,2,1,20,0,0,0,0,1,0,180,5,0,0,2,0,0,0,1,2,0,720,718
Bulawayo,Nkulumane,Bulawayo Municipality,22,Bullet Shopping Centre Tent,0801BYO2203,0,388,1,0,1,1,1,17,0,0,0,0,0,0,174,4,0,1,2,0,0,0,1,5,0,596,591
Bulawayo,Nkulumane,Bulawayo Municipality,22,Mafela A Primary School,0801BYO2204,4,513,0,1,0,1,0,14,0,0,0,1,0,1,174,7,0,1,4,0,0,0,0,5,0,726,721
Bulawayo,Nkulumane,Bulawayo Municipality,22,Mafela B Primary School,0801BYO2205,0,208,1,0,0,1,1,5,0,0,0,0,0,0,65,0,0,0,1,0,0,0,0,1,0,283,282
Bulawayo,Nkulumane,Bulawayo Municipality,22,Mandwandwe Secondary School,0801BYO2206,2,422,2,0,0,2,0,12,0,0,0,0,0,0,162,4,0,1,4,1,0,0,0,4,0,616,612
Bulawayo,Nkulumane,Bulawayo Municipality,22,Mtshane Primary School A,0801BYO2207 A,0,294,0,0,0,0,0,19,0,0,0,0,0,0,126,4,0,0,2,0,0,0,0,4,0,449,445
Bulawayo,Nkulumane,Bulawayo Municipality,22,Mtshane Primary School B,0801BYO2207 B,1,279,0,0,0,1,2,23,0,0,1,0,0,0,124,0,0,1,0,0,0,0,0,4,0,436,432
Bulawayo,Nkulumane,Bulawayo Municipality,22,Nkulumane A Hall A,0801BYO2208 A,0,336,0,0,0,5,2,10,0,0,0,0,0,0,149,4,0,0,5,1,2,0,0,1,0,515,514
Bulawayo,Nkulumane,Bulawayo Municipality,22,Nkulumane A Hall B,0801BYO2208 B,0,324,0,0,0,5,0,27,0,0,0,0,0,0,139,1,0,0,4,0,0,0,0,6,0,506,500
Bulawayo,Nkulumane,Bulawayo Municipality,22,Nkulumane B Hall,0801BYO2209,0,226,1,0,0,1,0,15,0,0,0,0,0,0,102,0,0,0,2,1,0,0,0,5,0,353,348
Bulawayo,Nkulumane,Bulawayo Municipality,22,One -Way Borehole,0801BYO2210,1,241,2,0,0,0,0,21,1,0,0,0,0,0,120,0,0,0,4,0,0,0,0,2,0,392,390
Bulawayo,Nkulumane,Bulawayo Municipality,22,SDA Church,0801BYO2211,1,165,0,0,0,0,0,18,0,0,0,0,0,0,70,3,0,0,2,1,0,0,0,2,0,262,260
Bulawayo,Nkulumane,Bulawayo Municipality,22,Sigombe A Primary School,0801BYO2212,2,240,2,0,0,1,1,6,1,0,1,0,0,0,129,1,1,0,3,0,0,0,0,0,0,388,388
Bulawayo,Nkulumane,Bulawayo Municipality,22,Sigombe B Primary School,0801BYO2213,0,141,1,0,0,1,0,5,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,227,226
,,,,15 Polling Stations,Ward Total,13,"4,569",11,1,1,24,8,232,2,0,2,1,1,1,"1,921",35,1,5,37,4,2,0,2,49,0,"6,922","6,873"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Nkulumane,Bulawayo Municipality,23,Mgombane Primary School A,0801BYO2301 A,0,330,1,0,0,0,1,15,0,0,0,0,0,0,142,1,1,0,3,0,2,1,0,5,1,502,497
Bulawayo,Nkulumane,Bulawayo Municipality,23,Mgombane Primary School B,0801BYO2301 B,5,340,2,0,0,1,1,16,1,0,0,0,0,0,142,0,0,0,2,0,1,0,0,12,0,523,511
Bulawayo,Nkulumane,Bulawayo Municipality,23,Munyoro Shopping Centre Tent,0801BYO2302,2,468,1,0,1,4,1,19,0,0,0,0,1,0,175,1,0,0,4,2,0,0,0,2,2,681,679
Bulawayo,Nkulumane,Bulawayo Municipality,23,Nkulumane 10 Bus Terminus Tent A,0801BYO2303 A,1,287,0,0,1,0,0,13,0,0,0,0,0,0,123,1,0,1,8,1,0,1,0,0,1,437,437
Bulawayo,Nkulumane,Bulawayo Municipality,23,Nkulumane 10 Bus Terminus Tent B,0801BYO2303 B,1,297,1,0,0,1,0,23,0,0,0,0,0,0,117,3,0,0,1,1,0,0,0,6,0,451,445
Bulawayo,Nkulumane,Bulawayo Municipality,23,Nkulumane 10 Water Reservoir Tent,0801BYO2304,1,487,2,0,0,3,2,48,0,0,1,0,1,0,197,2,0,0,9,0,1,0,0,3,0,757,754
Bulawayo,Nkulumane,Bulawayo Municipality,23,Nkulumane 12 Entabeni Tent,0801BYO2305,2,499,3,0,0,4,0,7,0,0,0,0,0,0,182,3,0,2,10,2,1,1,3,3,0,722,719
Bulawayo,Nkulumane,Bulawayo Municipality,23,Queen Elizabeth A Primary School A,0801BYO2306 A,2,436,1,1,0,0,1,25,1,0,0,0,0,0,156,6,1,0,6,0,0,0,0,2,0,638,636
Bulawayo,Nkulumane,Bulawayo Municipality,23,Queen Elizabeth A Primary School B,0801BYO2306 B,2,420,3,1,2,6,2,29,0,1,0,0,0,0,159,4,0,0,2,1,0,0,0,8,0,640,632
Bulawayo,Nkulumane,Bulawayo Municipality,23,Queen Elizabeth B Primary School,0801BYO2307,1,285,0,1,0,1,0,17,0,0,0,0,0,0,142,2,0,1,2,0,0,0,0,3,0,455,452
,,,,10 Polling Stations,Ward Total,17,"3,849",14,3,4,20,8,212,2,1,1,0,2,0,"1,535",23,2,4,47,7,5,3,3,44,4,"5,806","5,762"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Nkulumane Constituency Totals,,48,"12,212",35,5,5,51,19,581,6,2,5,2,3,6,"5,099",91,3,17,125,12,10,7,5,125,4,"18,474","18,349"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Pelandaba-Mpopoma Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Angels Pre-School A,0801BYO0901 A,1,304,1,0,0,1,2,5,0,0,0,0,0,1,153,1,0,0,1,0,0,0,0,4,0,474,470
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Angels Pre-School B,0801BYO0901 B,1,341,0,0,0,3,1,6,0,0,0,0,0,0,116,2,0,0,3,1,0,0,0,2,0,476,474
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Gampu Primary School A,0801BYO0902 A,2,417,2,0,0,0,0,15,0,0,1,0,0,0,155,2,0,1,0,0,0,0,0,0,0,595,595
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Gampu Primary School B,0801BYO0902 B,1,430,0,0,0,1,0,11,0,0,0,0,0,0,156,2,1,0,2,0,1,1,0,3,0,609,606
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Inyathi Youth Centre,0801BYO0903,0,191,0,0,0,0,0,8,0,0,0,0,0,0,72,1,0,0,0,0,0,0,0,4,0,276,272
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Lukanyiso Primary School,0801BYO0904,3,495,2,0,0,1,0,12,0,0,1,1,0,0,194,5,0,2,0,0,0,0,2,7,0,725,718
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Matshobana Hall,0801BYO0905,2,600,3,2,0,1,1,9,0,0,2,0,0,0,215,3,0,0,0,0,0,0,0,4,0,842,838
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Mpopoma Hall,0801BYO0906,1,329,0,0,0,5,0,12,0,0,2,0,0,0,122,0,0,0,2,0,0,0,0,2,0,475,473
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Mpopoma Secondary School,0801BYO0907,0,102,0,0,0,0,0,2,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,2,0,151,149
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Mpumelelo Primary School A,0801BYO0908 A,0,465,2,0,0,0,0,14,0,0,0,0,0,0,179,2,1,1,2,0,1,1,0,7,0,675,668
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Mpumelelo Primary School B,0801BYO0908 B,2,449,0,0,0,0,0,18,0,0,0,0,0,0,153,6,0,1,2,1,0,1,0,8,0,641,633
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Msitheli Secondary School A,0801BYO0909 A,1,431,1,1,0,0,1,30,0,1,0,0,0,0,193,6,0,1,2,1,0,0,1,11,0,681,670
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Msitheli Secondary School B,0801BYO0909 B,4,480,4,0,0,2,0,15,0,0,0,0,0,0,155,2,0,2,5,0,0,0,0,1,0,670,669
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Nkulumane Primary School A,0801BYO0910 A,1,304,2,0,0,1,1,7,0,0,0,0,0,0,125,4,0,0,2,0,0,0,0,3,0,450,447
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Nkulumane Primary School B,0801BYO0910 B,0,323,0,0,0,0,0,10,0,0,0,0,0,0,102,3,0,0,3,0,0,0,1,4,0,446,442
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,9,Vulindlela Youth Centre A,0801BYO0911,0,301,1,1,0,1,1,11,1,3,0,0,0,0,155,0,0,0,3,0,0,1,0,8,0,487,479
,,,,16 Polling Stations,Ward Total,19,"5,962",18,4,0,16,7,185,1,4,6,1,0,1,"2,290",39,2,8,27,3,2,4,4,70,0,"8,673","8,603"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Iminyela Hall A,0801BYO1301 A,5,389,1,0,0,1,1,32,1,1,0,0,1,0,250,0,0,1,2,0,1,0,2,8,0,696,688
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Iminyela Hall B,0801BYO1301 B,1,393,2,1,0,5,1,38,0,0,0,0,0,0,206,5,0,3,2,0,0,0,1,14,0,672,658
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Iminyela Hall C,0801BYO1301 C,2,392,1,0,0,3,3,43,1,1,0,0,0,0,229,2,2,0,2,1,0,1,0,13,0,696,683
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Induba Primary School,0801BYO1302,0,328,0,0,0,1,1,42,0,0,0,0,0,0,189,5,0,0,0,0,0,0,1,8,0,575,567
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Mabuthweni Hall A,0801BYO1303 A,1,484,0,0,2,1,0,17,1,0,0,0,1,1,224,3,0,1,3,0,0,0,1,13,0,753,740
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Mabuthweni Hall B,0801BYO1303 B,6,479,4,2,0,3,1,24,1,1,0,0,1,0,208,1,0,1,4,0,0,0,1,10,0,747,737
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Pelandaba Hall A,0801BYO1304 A,3,316,0,0,0,2,0,20,0,0,0,1,0,0,208,4,0,1,1,1,0,0,0,4,0,561,557
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Pelandaba Hall B,0801BYO1304 B,0,327,1,0,0,1,1,30,0,0,0,0,0,1,196,1,0,0,2,0,2,0,0,3,0,565,562
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Sizani A High School,0801BYO1305,0,229,0,0,0,5,0,14,0,0,0,0,0,0,99,3,0,0,0,0,0,0,1,0,0,351,351
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Sizani B High School,0801BYO1306,1,131,0,0,0,3,0,10,0,0,0,0,0,0,97,1,0,0,0,0,0,0,0,0,0,243,243
Bulawayo,Pelandaba-Mpopoma,Bulawayo Municipality,13,Isiziba Youth Centre,0801BYO1307,0,74,0,0,0,0,0,1,0,1,0,0,0,0,36,2,0,0,0,0,0,0,0,1,0,115,114
,,,,11 Polling Stations,Ward Total,19,"3,542",9,3,2,25,8,271,4,4,0,1,3,2,"1,942",27,2,7,16,2,3,1,7,74,0,"5,974","5,900"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Pelandaba-Mpopoma ConstituencyTotal,,38,"9,504",27,7,2,41,15,456,5,8,6,2,3,3,"4,232",66,4,15,43,5,5,5,11,144,0,"14,647","14,503"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Pumula Constituency,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Pumula,Bulawayo Municipality,17,Amaswazi A Primary School,0801BYO1701,1,318,1,0,0,1,1,27,0,0,0,0,0,1,117,1,1,1,1,3,0,0,1,8,0,483,475
Bulawayo,Pumula,Bulawayo Municipality,17,Amaswazi B Primary School,0801BYO1702,0,153,3,0,0,0,1,6,0,0,0,0,0,0,65,1,1,0,0,0,0,0,0,1,0,231,230
Bulawayo,Pumula,Bulawayo Municipality,17,Babambeni A Primary School,0801BYO1703,1,382,2,0,0,3,0,35,0,0,0,1,0,0,165,3,0,2,0,0,1,0,1,7,0,603,596
Bulawayo,Pumula,Bulawayo Municipality,17,Babambeni B Primary School,0801BYO1704,1,172,0,0,0,1,0,30,2,1,0,0,0,0,63,0,2,0,0,1,1,0,0,4,0,278,274
Bulawayo,Pumula,Bulawayo Municipality,17,Green Gables High School,0801BYO1705,0,12,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,22,22
Bulawayo,Pumula,Bulawayo Municipality,17,HydePark Primary School,0801BYO1706,1,136,2,1,0,1,0,8,0,0,0,0,1,1,70,2,0,1,1,0,0,0,1,6,0,232,226
Bulawayo,Pumula,Bulawayo Municipality,17,Malindela A Primary School,0801BYO1707,3,487,2,0,0,3,1,37,1,1,0,0,0,1,231,0,0,0,2,2,1,1,0,9,2,782,773
Bulawayo,Pumula,Bulawayo Municipality,17,Malindela B Primary School,0801BYO1708,5,508,1,0,0,3,0,26,0,2,0,0,0,2,194,4,0,1,7,1,0,1,1,6,0,762,756
Bulawayo,Pumula,Bulawayo Municipality,17,Pumula High School,0801BYO1710,1,421,0,1,0,3,1,30,0,0,0,0,0,0,228,2,0,1,0,1,0,0,0,1,1,690,689
Bulawayo,Pumula,Bulawayo Municipality,17,Pumula Library,0801BYO1711,2,142,2,0,0,0,0,17,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,1,0,223,222
Bulawayo,Pumula,Bulawayo Municipality,17,Robert Sinyoka Primary School,0801BYO1712,0,142,2,0,0,1,0,17,0,0,0,0,1,0,106,1,0,0,1,0,1,1,0,2,0,275,273
Bulawayo,Pumula,Bulawayo Municipality,17,Sizalendaba Secondary School,0801BYO1713,0,21,0,0,0,1,0,1,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,2,0,43,41
Bulawayo,Pumula,Bulawayo Municipality,17,St Peter Primary School,0801BYO1714,5,156,0,0,1,1,1,47,0,0,0,0,0,1,150,1,0,1,2,0,1,1,1,3,1,372,369
,,,,13 Polling Stations,Ward Total,20,"3,050",15,2,1,18,5,281,3,4,1,1,2,6,"1,475",15,4,7,14,8,5,4,5,50,4,"4,996","4,946"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Pumula,Bulawayo Municipality,19,Amhlophe High School A,0801BYO1901 A,2,297,0,0,1,1,1,11,0,0,0,0,1,0,148,1,0,1,2,0,0,0,0,6,0,472,466
Bulawayo,Pumula,Bulawayo Municipality,19,Amhlophe High School B,0801BYO1901 B,0,304,0,0,0,1,3,13,0,0,0,0,0,0,119,1,0,0,3,0,0,0,1,9,0,454,445
Bulawayo,Pumula,Bulawayo Municipality,19,Godlwayo A Primary School A,0801BYO1902 A,1,294,0,0,0,0,0,35,0,0,0,0,0,0,147,2,1,0,1,0,0,0,0,6,0,487,481
Bulawayo,Pumula,Bulawayo Municipality,19,Godlwayo A Primary School B,0801BYO1902 B,0,308,0,0,0,1,0,36,1,0,0,1,1,0,144,0,3,1,1,0,0,0,0,5,0,502,497
Bulawayo,Pumula,Bulawayo Municipality,19,Godlwayo B Primary School,0801BYO1903,1,154,0,1,0,0,0,9,0,1,0,0,0,0,82,1,1,0,0,0,0,0,1,7,0,258,251
Bulawayo,Pumula,Bulawayo Municipality,19,Ingwegwe Primary School A,0801BYO1904 A,1,502,3,0,0,0,0,15,0,0,0,0,0,0,207,1,0,0,5,0,0,0,0,5,0,739,734
Bulawayo,Pumula,Bulawayo Municipality,19,Ingwegwe Primary School B,0801BYO1904 B,0,489,2,0,0,0,0,16,0,0,1,0,0,0,177,7,0,1,2,2,0,0,1,5,0,703,698
Bulawayo,Pumula,Bulawayo Municipality,19,Open Space Tent,0801BYO1905,0,190,0,1,0,1,0,6,0,0,0,1,1,0,84,1,0,0,1,0,0,1,0,3,0,290,287
Bulawayo,Pumula,Bulawayo Municipality,19,Proposed Amhlophe Tent(Close to Stand Number 8700),0801BYO1906,1,130,1,0,1,0,1,9,0,0,0,0,0,0,65,2,0,0,1,1,0,0,0,4,0,216,212
Bulawayo,Pumula,Bulawayo Municipality,19,Pumula East Pre-School,0801BYO1907,0,207,1,0,1,0,1,7,0,0,0,0,0,0,94,3,1,0,2,0,0,0,0,1,0,318,317
Bulawayo,Pumula,Bulawayo Municipality,19,Pumula Hall A,0801BYO1908 A,3,350,0,0,0,0,0,30,1,0,1,1,0,0,189,1,0,0,1,0,1,1,1,4,0,584,580
Bulawayo,Pumula,Bulawayo Municipality,19,Pumula Hall B,0801BYO1908 B,1,322,1,1,0,1,1,30,1,0,0,0,1,0,186,4,0,3,3,2,0,0,0,13,0,570,557
Bulawayo,Pumula,Bulawayo Municipality,19,St. Bernards A Primary School,0801BYO1909,1,156,0,0,1,1,0,12,0,0,0,0,0,0,68,2,0,0,1,1,0,0,0,0,0,243,243
Bulawayo,Pumula,Bulawayo Municipality,19,St. Bernards B Primary School,0801BYO1910,1,108,0,0,0,0,0,9,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,0,155,153
,,,,14 Polling Stations,Ward Total,12,"3,811",8,3,4,6,7,238,3,1,2,3,4,0,"1,745",26,6,6,23,6,1,2,4,70,0,"5,991","5,921"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulawayo,Pumula,Bulawayo Municipality,27,Dumezweni A Primary School A,0801BYO2701 A,1,521,3,0,0,1,0,12,1,0,0,0,0,0,209,3,0,0,2,1,0,0,1,9,1,764,755
Bulawayo,Pumula,Bulawayo Municipality,27,Dumezweni A Primary School B,0801BYO2701 B,0,498,1,0,0,4,0,24,0,0,1,0,0,0,201,4,0,1,2,0,0,0,0,8,0,744,736
Bulawayo,Pumula,Bulawayo Municipality,27,Dumezweni A Primary School C,0801BYO2701 C,0,523,2,1,0,1,0,17,0,0,0,0,0,0,199,4,0,3,2,0,0,0,1,5,0,758,753
Bulawayo,Pumula,Bulawayo Municipality,27,Dumezweni B Primary School,0801BYO2702,3,385,2,0,1,1,3,15,0,0,0,0,0,1,169,4,0,0,3,0,0,0,0,6,0,593,587
Bulawayo,Pumula,Bulawayo Municipality,27,FOG Church Tent,0801BYO2703,1,246,0,0,1,1,1,14,0,0,0,0,1,0,109,1,1,0,1,0,0,0,0,0,0,377,377
Bulawayo,Pumula,Bulawayo Municipality,27,Ngwalongwalo Primary School A,0801BYO2704 A,3,413,3,0,0,0,2,14,0,0,0,0,0,0,150,3,0,0,3,1,0,1,0,5,0,598,593
Bulawayo,Pumula,Bulawayo Municipality,27,Ngwalongwalo Primary School B,0801BYO2704 B,2,438,1,0,0,0,5,18,0,0,0,0,2,0,145,1,1,0,1,0,0,0,1,2,0,617,615
Bulawayo,Pumula,Bulawayo Municipality,27,Pelandaba West Tent,0801BYO2705,1,365,0,2,0,2,3,8,0,0,0,0,1,0,113,1,0,0,1,0,0,0,0,7,0,504,497
Bulawayo,Pumula,Bulawayo Municipality,27,Premier High School,0801BYO2706,1,482,1,0,0,9,4,25,0,0,0,0,1,0,167,6,0,2,2,0,1,0,0,3,1,704,701
Bulawayo,Pumula,Bulawayo Municipality,27,Pumula Glendenning Hall A,0801BYO2707 A,1,301,0,0,0,2,1,11,1,0,1,0,0,0,158,0,1,0,0,0,0,0,0,2,0,479,477
Bulawayo,Pumula,Bulawayo Municipality,27,Pumula Glendenning Hall B,0801BYO2707 B,0,315,6,0,1,2,1,25,0,0,1,0,1,0,123,1,0,0,0,1,0,0,1,2,0,480,478
Bulawayo,Pumula,Bulawayo Municipality,27,Pumula South Hall A,0801BYO2708 A,1,426,3,0,0,1,2,16,0,0,0,0,0,0,138,5,0,1,1,0,0,0,0,2,0,596,594
Bulawayo,Pumula,Bulawayo Municipality,27,Pumula South Hall B,0801BYO2708 B,0,396,2,0,0,0,1,21,0,0,0,0,0,0,131,2,0,0,2,1,0,1,0,6,0,563,557
Bulawayo,Pumula,Bulawayo Municipality,27,Pumula South Pre-School,0801BYO2709,1,433,0,0,2,0,0,25,1,0,0,0,0,0,171,7,0,0,1,0,0,0,0,5,0,646,641
Bulawayo,Pumula,Bulawayo Municipality,27,Pumula South Secondary School,0801BYO2710,1,373,0,0,0,6,3,25,0,0,0,1,0,0,175,5,0,0,2,1,1,0,0,3,0,596,593
Bulawayo,Pumula,Bulawayo Municipality,27,Venture High School,0801BYO2711,1,504,0,0,1,2,1,17,1,0,0,1,0,0,173,3,1,0,5,1,0,1,0,3,0,715,712
,,,,16 Polling Stations,Ward Total,17,"6,619",24,3,6,32,27,287,4,0,3,2,6,1,"2,531",50,4,7,28,6,2,3,4,68,2,"9,734","9,666"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Pumula Constituency Totals,,49,"13,480",47,8,11,56,39,806,10,5,6,6,12,7,"5,751",91,14,20,65,20,8,9,13,188,6,"20,721","20,533"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,PROVINCIAL TOTALS,,497,"144,107",364,94,78,442,320,"5,753",81,60,104,45,65,57,"60,168","1,350",68,231,"1,050",133,91,118,129,"1,901",24,"217,306","215,405"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,BULAWAYO METROPOLITAN PROVINCE : COLLATION OF RETURNS FROM CONSTITUENCY COMMAND CENTRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,CONSTITUENCY,,Busha Joseph Makamba FreeZim Congress,Chamisa Nelson MDC Alliance,Chikanga  Everisto Washington Rebuild Zimbabwe,Dzapasi Melbah # 1980 Freedom Movement Zimbabwe,Gava Peter Mapfumo UDF,Hlabangana Kwanele RPZ,Kasiyamhuru Blessing ZPP,Khupe Thokozani MDC-T,Madhuku Lovemore NCA,Mangoma Elton Steers Coalition of Democrats,Manyika Noah Ngoni BZA,Mapfumo Chiguvare Tonderayi Johannes Timothy PPPZ,MARIYACHA Violet UDM,Mhambi-Hove Divine NAPDR,Mnangagwa Emmerson Dambudzo ZANU PF,Moyo Donald Nkosana APA,Mteki Bryn Taurai Independent,Mugadza Willard Tawonezvi BCP,Mujuru Joice Teurai Ropa PRC,Munyanduri Tenda Peter NPF,MutinhirI Ambrose NDP,Shumba Kuzozvirava Doniel UDA,Wilson Peter Harry DOP,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
,,,,Bulawayo Central ,,33,"13,071",29,14,6,30,18,361,5,5,20,10,6,1,"5,514",219,11,27,98,11,11,7,11,152,5,"19,670","19,518"
,,,,Bulawayo East ,,37,"12,334",19,8,3,28,14,317,7,3,17,3,1,7,"5,209",213,2,20,42,7,5,20,9,151,3,"18,476","18,325"
,,,,Bulawayo South ,,21,"9,853",25,2,3,15,23,308,1,3,8,4,2,1,"3,939",77,3,16,108,6,10,5,5,112,2,"14,550","14,438"
,,,,Emakhandeni-Entumbane ,,34,"10,837",32,8,9,29,26,325,9,3,4,3,4,2,"3,907",62,3,15,76,7,14,7,13,152,1,"15,581","15,429"
,,,,Lobengula ,,38,"9,814",24,8,4,47,14,378,5,6,8,5,14,5,"4,373",66,6,15,86,14,2,13,17,133,1,"15,095","14,962"
,,,,Luveve ,,65,"18,971",42,12,14,59,67,934,13,9,9,5,8,10,"7,511",158,9,25,192,15,8,18,11,251,1,"28,416","28,165"
,,,,Magwegwe ,,41,"8,127",26,5,9,30,15,409,8,6,1,0,5,2,"3,328",74,6,14,46,10,9,12,10,113,0,"12,306","12,193"
,,,,Makokoba ,,35,"10,342",26,10,3,18,21,450,7,6,7,3,3,3,"4,164",65,2,16,59,15,1,3,11,177,0,"15,447","15,270"
,,,,Nketa ,,58,"15,562",32,7,9,38,49,428,5,4,13,2,4,10,"7,141",168,5,31,110,11,8,12,13,203,1,"23,923","23,720"
,,,,Nkulumane ,,48,"12,212",35,5,5,51,19,581,6,2,5,2,3,6,"5,099",91,3,17,125,12,10,7,5,125,4,"18,474","18,349"
,,,,Pelandaba-Mpopoma ,,38,"9,504",27,7,2,41,15,456,5,8,6,2,3,3,"4,232",66,4,15,43,5,5,5,11,144,0,"14,647","14,503"
,,,,Pumula ,,49,"13,480",47,8,11,56,39,806,10,5,6,6,12,7,"5,751",91,14,20,65,20,8,9,13,188,6,"20,721","20,533"
,,,,TOTAL ,,497,"144,107",364,94,78,442,320,"5,753",81,60,104,45,65,57,"60,168","1,350",68,231,"1,050",133,91,118,129,"1,901",24,"217,306","215,405"
,,,,PERCENTAGE OF TOTAL VOTES CAST,,0.23%,66.32%,0.17%,0.04%,0.04%,0.20%,0.15%,2.65%,0.04%,0.03%,0.05%,0.02%,0.03%,0.03%,27.69%,0.62%,0.03%,0.11%,0.48%,0.06%,0.04%,0.05%,0.06%,0.87%,0.01%,100.00%,99.13%
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,
